11603,unknown
1178,anti-pollution
1234500,fishing
205204000,militaryops
205277430,sailingvessel
205309000,dredger
205366000,tanker-hazarda(major)
205395000,cargo
205439000,cargo
205476000,cargo-hazarda(major)
205519000,cargo
205520000,dredger
205554000,cargo
205561000,unknown
205655000,tanker
205656000,cargo
205657000,tanker
205677000,tanker
205688000,cargo
205734400,sailingvessel
205880600,sailingvessel
207137000,cargo
207138000,cargo
209015000,cargo
209055000,tanker
209058000,cargo
209073000,cargo
209177000,cargo
209179000,cargo
209182000,cargo
209185000,cargo
209204000,cargo-hazardb
209211000,cargo
209263000,cargo
209273000,cargo
209283000,cargo-hazarda(major)
209294000,tanker
209297000,cargo
209299000,cargo
209304000,cargo
209351000,cargo-hazarda(major)
209366000,cargo
209368000,cargo
209384000,cargo
209448000,tanker
209478000,cargo-hazarda(major)
209487000,cargo
209533000,cargo
209570000,cargo
209666000,cargo
209672000,tanker-hazardb
209703000,cargo
209718000,cargo
209721000,cargo
209734000,cargo
209756000,cargo
209760000,tanker
209840000,cargo-hazarda(major)
209889000,cargo
209995000,cargo
210029000,cargo
210031000,cargo
210041000,cargo
210117000,cargo
210122000,cargo-hazardd(recognizable)
210224000,tanker
210234000,cargo
210267000,cargo
210318000,tanker
210329000,cargo
210334000,unknown
210434000,cargo
210449000,tanker-hazardb
210481000,cargo-hazarda(major)
210505000,cargo-hazarda(major)
210621000,dredger
210720000,cargo
210745000,tanker-hazardb
210761000,cargo
210852000,cargo
210857000,tanker
210914000,cargo
210974000,cargo
210989000,cargo
211135000,tanker
211158080,sailingvessel
211160630,sailingvessel
211202460,unknown
211210150,militaryops
211210280,sailingvessel
211211220,militaryops
211211730,militaryops
211215170,sailingvessel
211232180,sailingvessel
211233870,cargo
211271630,unknown
211286440,cargo
211311970,cargo
211330520,tanker
211366340,tug
211378810,cargo
211379750,tanker
211387420,sailingvessel
211394240,cargo
211397660,tanker
211409100,tanker
211422510,tanker
211447460,pleasurecraft
211472000,tanker
211522970,sailingvessel
211545370,sailingvessel
211549000,cargo
211552340,sailingvessel
211560760,sailingvessel
211578000,cargo
211611040,unknown
211617730,sailingvessel
211625170,pleasurecraft
211627970,cargo-hazarda(major)
211633320,sailingvessel
211651000,cargo-hazarda(major)
211668500,sailingvessel
211681870,cargo
211707600,pleasurecraft
211830000,cargo-hazarda(major)
211839000,cargo
211852000,tanker
211881000,tanker
212044000,cargo
212058000,cargo
212065000,tanker
212084000,tanker
212097000,tanker
212105000,cargo-hazarda(major)
212109000,cargo
212123000,tanker
212125000,cargo
212136000,cargo
212137000,tanker
212157000,cargo-hazarda(major)
212182000,tanker
212186000,tanker
212193000,cargo-hazarda(major)
212208000,cargo
212227000,tanker
212240000,tanker
212274000,tanker-hazardd(recognizable)
212280000,cargo
212301000,cargo
212333000,cargo-hazarda(major)
212340000,cargo
212360000,cargo
212369000,cargo
212371000,tanker-hazardb
212373000,cargo
212376000,cargo
212385000,cargo
212416000,cargo
212423000,cargo
212450000,cargo
212466000,other
212503000,cargo
212518000,cargo
212521000,cargo
212542000,cargo
212555000,cargo
212600000,tanker
212605000,cargo-hazarda(major)
212617000,cargo
212641000,cargo
212667000,cargo
212735000,cargo
212762000,cargo
212795000,cargo
212797000,cargo
212801000,cargo
212819000,cargo-hazarda(major)
212836000,cargo
212852000,cargo
212933000,cargo-hazarda(major)
212934000,cargo
212942000,cargo
212947000,tanker
215029000,tanker
215037000,cargo
215039000,cargo
215041000,cargo
215047000,cargo
215061000,cargo
215062000,cargo
215064000,tanker-hazarda(major)
215096000,tanker
215110000,tanker
215116000,cargo
215135000,tanker
215136000,cargo
215142000,tanker
215166000,tanker-hazardb
215182000,tanker
215193000,tanker
215194000,tanker-hazardb
215211000,tanker
215220000,tanker-hazarda(major)
215234000,tanker-hazarda(major)
215263000,tanker-hazardc(minor)
215268000,cargo
215287000,tanker
215317000,cargo
215329000,tanker-hazardd(recognizable)
215359000,cargo
215375000,tanker-hazardb
215389000,tanker-hazarda(major)
215400000,cargo
215420000,cargo-hazarda(major)
215477000,tanker
215522000,cargo
215535000,tanker
215539000,cargo
215545000,tanker
215555000,tanker
215566000,cargo
215579000,cargo
215581000,tanker-hazardb
215654000,cargo
215676000,cargo
215678000,cargo
215681000,tanker
215760000,tanker-hazardd(recognizable)
215771000,cargo
215781000,tanker-hazarda(major)
215811000,tanker-hazardd(recognizable)
215819000,tanker
215870000,tanker
215872000,tanker
215891000,cargo-hazarda(major)
215901000,cargo
215937000,tanker-hazardb
218019000,tanker
218024000,cargo
218025000,cargo
218042000,cargo
218108000,cargo
218158000,cargo
218176000,cargo
218179000,cargo
218284000,cargo
218292000,tanker
218359000,fishing
218426000,cargo
218427000,cargo
218430000,other
218474000,cargo-hazardb
218551000,tanker
218552000,cargo
218565000,cargo
218566000,cargo-hazarda(major)
218615000,cargo
218629000,cargo
218649000,tanker
218774000,cargo
218776000,cargo-hazarda(major)
218791000,cargo
218793000,cargo
218810000,cargo-hazarda(major)
219014000,tanker
219017843,fishing
219018271,cargo-hazarda(major)
219018501,cargo
219018692,cargo-hazarda(major)
219018765,cargo
219018864,cargo
219018986,cargo
219019094,cargo
219019139,cargo
219019365,cargo-hazarda(major)
219021000,cargo-hazarda(major)
219104000,militaryops
219116000,cargo
219117000,cargo-hazarda(major)
219118000,cargo
219124000,tanker
219196000,cargo
219215000,cargo-hazarda(major)
219216000,cargo
219269000,tanker-hazardb
219291000,tanker
219298000,dredger
219397000,tanker
219426000,tanker
219479000,tanker-hazardb
219482000,tanker
219558000,tanker
219560000,passenger
219573000,dredger
219577000,tanker
219578000,cargo
219581000,cargo-hazarda(major)
219609000,cargo
219620000,cargo
219621000,fishing
219629000,cargo
219630000,cargo-hazardc(minor)
219631000,cargo
219632000,cargo-hazarda(major)
219646000,cargo
219683000,tanker-hazarda(major)
219825000,cargo
219884000,cargo
219927000,cargo
220002000,tanker
220005000,cargo
220010000,cargo
220016000,tanker
220052000,tanker
220092000,sailingvessel
220124000,tug
220235000,tanker
220236000,tanker
220301000,tanker-hazarda(major)
220387000,cargo
220396000,tanker
220417000,cargo
220439000,cargo
220448000,tanker
220478000,cargo-hazarda(major)
220479000,tanker
220487000,cargo
220495000,tanker
220496000,cargo-hazarda(major)
220497000,cargo-hazarda(major)
220498000,tanker
220499000,cargo-hazarda(major)
220500000,tanker
220501000,cargo-hazarda(major)
220502000,tanker-hazarda(major)
220503000,cargo-hazarda(major)
220506000,cargo
220513000,tanker
220514000,tanker
220515000,tanker
220530000,tanker
220540000,cargo
220560000,tanker-hazarda(major)
220564000,tanker
220565000,tanker
220566000,tanker-hazarda(major)
220570000,tanker
220598000,cargo-hazarda(major)
220603000,tanker
220625000,tanker
220638000,tanker
220644000,tanker
220648000,tanker
224017460,fishing
224029000,cargo
224038000,fishing
224040000,fishing
224045260,fishing
224052970,fishing
224057830,fishing
224067130,fishing
224081790,fishing
224113270,fishing
224130870,fishing
224141980,fishing
224196160,fishing
224304000,tanker
224365000,tanker
224376000,cargo
224389000,fishing
224499000,cargo
224509000,cargo
224548000,cargo
224612000,sar
224641000,cargo
224655000,cargo
224750000,cargo
225328000,cargo
225329000,cargo
225370000,cargo
225371000,cargo
225383000,other
225390000,cargo
225462000,cargo
226000000,tanker
226002760,unknown
226004000,fishing
226010880,other
226084000,fishing
226105000,fishing
226150000,fishing
226158000,fishing
226177000,fishing
226178000,fishing
226179000,fishing
226199000,unknown
226216000,fishing
226243000,fishing
226263000,sar
226267000,fishing
226318000,passenger
226321000,cargo
226323000,cargo-hazarda(major)
226324000,cargo-hazarda(major)
226326000,cargo
226328000,cargo-hazarda(major)
226338000,passenger
227000000,unknown
227001450,passenger
227001510,sar
227002330,passenger
227002630,unknown
227002960,tug
227003050,passenger
227003150,sar
227003560,sar
227003630,sar
227003750,passenger
227003850,dredger
227003880,sar
227004180,sar
227004390,tug
227004410,pilotvessel
227004570,sar
227004660,tug
227004900,passenger
227005270,tug
227005550,pilotvessel
227006750,tug
227007760,pilotvessel
227008170,unknown
227008670,sar
227009310,sar
227009320,sar
227009430,other
227009990,tug
227010230,other
227011870,sailingvessel
227016100,localvessel
227017600,pilotvessel
227019140,sar
227022600,unknown
227023100,passenger
227029970,pleasurecraft
227032950,unknown
227043970,sailingvessel
227047880,sailingvessel
227051000,sailingvessel
227056460,other
227057370,unknown
227058180,unknown
227059160,sailingvessel
227060680,sailingvessel
227062780,militaryops
227065530,sailingvessel
227068140,unknown
227069470,sailingvessel
227070250,unknown
227071310,sailingvessel
227072550,sailingvessel
227078960,sailingvessel
227078970,sailingvessel
227081120,sailingvessel
227088590,sailingvessel
227091000,other
227094750,sailingvessel
227104210,sailingvessel
227108900,fishing
227113100,fishing
227114300,fishing
227114630,sailingvessel
227116100,fishing
227118500,fishing
227118700,fishing
227120320,sailingvessel
227123700,fishing
227127750,sailingvessel
227127900,fishing
227128800,fishing
227132470,sailingvessel
227133520,sailingvessel
227138600,fishing
227142200,fishing
227142300,fishing
227143600,fishing
227143900,fishing
227144300,fishing
227144500,fishing
227145190,unknown
227145700,fishing
227146400,fishing
227148000,dredger
227149730,pleasurecraft
227158280,sailingvessel
227158520,passenger
227162120,unknown
227162950,pleasurecraft
227163870,sailingvessel
227167050,sailingvessel
227169310,sailingvessel
227175090,sailingvessel
227177420,fishing
227178330,sailingvessel
227178370,sailingvessel
227184260,sailingvessel
227185340,unknown
227185540,sailingvessel
227188250,sailingvessel
227191950,sailingvessel
227193740,pleasurecraft
227199080,sailingvessel
227211050,unknown
227214920,sailingvessel
227217470,other
227221130,sailingvessel
227222000,other
227224480,unknown
227226450,pleasurecraft
227227410,sailingvessel
227227590,sailingvessel
227229070,sailingvessel
227229850,sailingvessel
227232410,sailingvessel
227243810,unknown
227245210,sailingvessel
227258290,pleasurecraft
227263970,pleasurecraft
227265650,sar
227270000,unknown
227275870,sailingvessel
227276230,pleasurecraft
227277330,fishing
227278000,cargo
227278350,sailingvessel
227278980,sailingvessel
227280910,sailingvessel
227283010,pleasurecraft
227285670,sailingvessel
227286000,passenger
227288130,sailingvessel
227289990,pleasurecraft
227290810,sailingvessel
227291510,unknown
227294470,sailingvessel
227294530,sailingvessel
227297000,other
227298110,sailingvessel
227300000,fishing
227303000,fishing
227303430,fishing
227306100,sailingvessel
227307000,fishing
227308000,fishing
227309000,fishing
227310000,fishing
227310150,fishing
227311000,fishing
227312180,fishing
227314000,fishing
227314170,fishing
227315110,fishing
227315190,fishing
227315560,fishing
227316100,fishing
227317000,other
227317030,unknown
227318010,unknown
227318170,unknown
227319130,fishing
227319490,fishing
227319570,fishing
227320000,fishing
227320160,fishing
227320660,fishing
227321500,sailingvessel
227322670,fishing
227322690,fishing
227323270,unknown
227325680,sailingvessel
227327000,fishing
227328110,pleasurecraft
227330000,other
227334960,sailingvessel
227336000,fishing
227337570,sailingvessel
227338000,fishing
227338080,sailingvessel
227338990,sailingvessel
227340000,fishing
227340300,sailingvessel
227342250,fishing
227346000,fishing
227347000,fishing
227349390,sailingvessel
227353790,dredger
227353820,dredger
227355000,fishing
227355190,pleasurecraft
227355680,pleasurecraft
227361610,sailingvessel
227362110,pleasurecraft
227363370,pleasurecraft
227364000,fishing
227365150,sailingvessel
227366000,fishing
227369960,sailingvessel
227372000,fishing
227372930,sailingvessel
227375000,fishing
227376000,fishing
227380000,fishing
227380730,sailingvessel
227382020,sailingvessel
227382750,pleasurecraft
227383920,sailingvessel
227384220,pleasurecraft
227385160,sailingvessel
227391000,fishing
227391760,pleasurecraft
227392000,other
227392140,sailingvessel
227393000,fishing
227394750,sailingvessel
227396000,fishing
227396550,sailingvessel
227397000,fishing
227400140,sailingvessel
227400510,sar
227400680,fishing
227401470,dredger
227402190,pleasurecraft
227406000,fishing
227408000,fishing
227408710,pleasurecraft
227408990,unknown
227409000,fishing
227410000,other
227411000,fishing
227411830,sailingvessel
227412000,fishing
227413000,fishing
227413520,sailingvessel
227414080,sailingvessel
227414880,unknown
227414940,pleasurecraft
227415000,other
227416000,fishing
227426000,fishing
227428000,fishing
227430000,fishing
